idx,attr_a,attr_b,attr_c
17136,3,c,no
17137,1,c,yes
17138,2,d,no
17139,5,d,no
17140,5,b,no
17141,1,d,yes
17142,1,d,yes
17143,1,a,yes
17144,5,a,yes
17145,5,d,yes
17146,4,c,yes
17147,3,b,yes
17148,1,a,no
17149,1,b,no
17150,4,b,no
17151,5,b,yes
17152,5,b,yes
17153,5,c,yes
17154,1,c,no
17155,4,d,yes
17156,1,b,yes
17157,5,d,yes
17158,1,b,yes
17159,4,b,no
17160,1,d,yes
17161,1,b,yes
17162,1,d,yes
17163,1,c,yes
17164,5,c,yes
17165,5,b,yes
17166,3,c,no
17167,1,a,no
17168,1,c,no
17169,5,a,yes
17170,3,d,no
17171,1,d,no
17172,1,d,no
17173,5,d,yes
17174,4,d,no
17175,4,b,no
17176,1,c,yes
17177,1,d,no
17178,4,d,no
17179,5,c,yes
17180,1,d,yes
17181,2,c,no
17182,5,d,yes
17183,4,c,no
17184,1,b,yes
17185,1,d,yes
17186,5,d,no
17187,1,d,no
17188,2,a,yes
17189,5,c,yes
17190,1,c,yes
17191,4,c,no
17192,5,b,yes
17193,1,d,yes
17194,4,c,no
17195,1,c,no
17196,1,d,yes
17197,1,b,no
17198,5,c,yes
17199,4,c,no
17200,4,d,yes
17201,1,d,yes
17202,1,c,yes
17203,1,d,yes
17204,1,b,no
17205,4,c,no
17206,1,d,yes
17207,4,c,yes
17208,1,b,no
17209,5,a,yes
17210,1,d,no
17211,1,b,no
17212,1,d,yes
17213,4,d,no
17214,1,b,yes
17215,1,d,yes
17216,5,d,yes
17217,4,d,no
17218,1,d,yes
17219,3,d,yes
17220,1,d,no
17221,1,d,no
17222,1,c,yes
17223,5,b,yes
17224,1,a,yes
17225,3,c,yes
17226,4,d,yes
17227,1,d,yes
17228,1,d,no
17229,2,a,yes
17230,1,c,yes
17231,4,d,yes
17232,5,d,yes
17233,4,d,no
17234,1,d,no
17235,1,d,no
17236,1,c,yes
17237,3,b,yes
17238,2,d,yes
17239,4,d,no
17240,1,d,no
17241,5,d,no
17242,2,a,no
17243,1,b,yes
17244,4,d,yes
17245,1,d,yes
17246,1,d,yes
17247,1,b,yes
17248,3,d,no
17249,1,b,no
17250,5,b,no
17251,4,b,no
17252,1,a,no
17253,1,a,yes
17254,1,a,yes
17255,3,d,no
17256,5,a,yes
17257,3,c,no
17258,1,d,yes
17259,1,a,no
17260,1,d,yes
17261,1,b,no
17262,1,d,yes
17263,2,b,no
17264,3,b,no
17265,4,b,yes
17266,5,d,no
17267,1,b,yes
17268,5,d,no
17269,5,a,yes
17270,4,d,yes
17271,2,b,no
17272,4,c,no
17273,1,b,yes
17274,1,c,no
17275,1,b,yes
17276,1,a,yes
17277,1,c,no
17278,1,d,yes
17279,2,d,yes
17280,1,d,no
17281,4,c,yes
17282,1,c,no
17283,5,b,yes
17284,1,d,yes
17285,4,b,yes
17286,1,d,yes
17287,1,b,yes
17288,5,d,yes
17289,1,d,yes
17290,1,c,yes
17291,1,d,yes
17292,5,d,yes
17293,3,d,yes
17294,5,d,no
17295,2,b,yes
17296,1,c,no
17297,3,b,no
17298,5,d,yes
17299,5,b,no
17300,1,c,yes
17301,1,b,yes
17302,1,d,yes
17303,1,c,yes
17304,5,a,yes
17305,4,d,yes
17306,5,d,yes
17307,1,d,yes
17308,1,d,yes
17309,1,c,no
17310,1,c,no
17311,5,c,yes
17312,5,d,yes
17313,4,a,no
17314,1,d,yes
17315,1,c,yes
17316,5,d,yes
17317,5,c,no
17318,4,a,yes
17319,1,d,yes
17320,3,b,yes
17321,1,d,yes
17322,2,d,yes
17323,4,b,yes
17324,1,d,no
17325,5,c,no
17326,1,b,yes
17327,1,d,yes
17328,4,d,yes
17329,5,d,yes
17330,5,c,yes
17331,1,b,yes
17332,1,d,no
17333,1,c,no
17334,3,a,no
17335,1,c,yes
17336,4,c,yes
17337,4,c,yes
17338,4,d,no
17339,4,b,yes
17340,1,a,yes
17341,5,d,yes
17342,4,d,yes
17343,1,b,yes
17344,1,c,no
17345,1,b,yes
17346,1,c,no
17347,4,c,yes
17348,3,c,yes
17349,1,c,yes
17350,1,d,yes
17351,1,d,yes
17352,1,c,yes
17353,1,d,yes
17354,1,a,yes
17355,4,b,yes
17356,1,c,yes
17357,4,d,no
17358,4,d,yes
17359,1,c,yes
17360,1,d,no
17361,1,d,yes
17362,4,d,yes
17363,1,d,yes
17364,5,d,yes
17365,5,b,yes
17366,1,d,no
17367,1,c,yes
17368,1,b,yes
17369,1,d,yes
17370,1,d,no
17371,4,b,no
17372,1,d,yes
17373,1,c,yes
17374,3,d,yes
17375,1,d,yes
17376,1,d,yes
17377,3,c,yes
17378,1,b,yes
17379,1,c,no
17380,1,c,yes
17381,1,b,yes
17382,1,d,no
17383,3,c,yes
17384,2,c,yes
17385,5,a,yes
17386,1,d,no
17387,5,d,no
17388,1,d,no
17389,4,b,yes
17390,1,b,yes
17391,1,d,no
17392,3,c,yes
17393,1,d,yes
17394,4,c,no
17395,1,c,yes
17396,1,d,yes
17397,1,c,yes
17398,5,c,yes
17399,3,d,yes
17400,4,b,yes
17401,1,c,yes
17402,1,d,yes
17403,4,c,yes
17404,1,c,yes
17405,1,d,yes
17406,1,d,yes
17407,2,b,yes
17408,1,d,no
17409,4,d,yes
17410,1,c,yes
17411,3,c,yes
17412,1,d,yes
17413,1,d,yes
17414,1,b,yes
17415,5,d,no
17416,5,a,yes
17417,5,c,yes
17418,5,b,yes
17419,5,d,yes
17420,3,d,yes
17421,3,b,yes
17422,5,c,yes
17423,1,d,yes
17424,1,a,yes
17425,1,b,no
17426,1,b,yes
17427,2,c,yes
17428,1,d,no
17429,1,b,yes
17430,3,d,yes
17431,5,b,yes
17432,1,b,yes
17433,4,d,yes
17434,5,a,yes
17435,1,c,yes
17436,3,c,yes
17437,2,d,yes
17438,1,c,yes
17439,4,c,no
17440,1,d,yes
17441,3,d,yes
17442,5,d,yes
17443,1,a,yes
17444,5,b,yes
17445,1,d,no
17446,1,c,no
17447,1,a,yes
17448,1,c,yes
17449,5,b,yes
17450,3,c,no
17451,1,d,no
17452,2,b,yes
17453,1,c,no
17454,1,d,no
17455,3,c,no
17456,3,d,no
17457,5,c,yes
17458,3,d,yes
17459,4,b,yes
17460,1,b,no
17461,1,d,yes
17462,1,c,yes
17463,1,b,yes
17464,5,d,yes
17465,2,d,no
17466,1,b,yes
17467,5,d,no
17468,5,c,yes
17469,2,c,yes
17470,1,c,yes
17471,5,d,yes
17472,1,d,yes
17473,4,d,yes
17474,3,c,yes
17475,1,d,yes
17476,1,c,yes
17477,1,d,yes
17478,1,c,no
17479,1,c,yes
17480,4,d,yes
17481,5,c,yes
17482,5,c,no
17483,1,b,yes
17484,4,b,yes
17485,5,d,no
17486,1,b,no
17487,1,b,no
17488,5,d,yes
17489,2,b,no
17490,2,c,no
17491,1,c,yes
17492,5,d,yes
17493,1,c,yes
17494,1,a,yes
17495,1,c,yes
17496,5,d,yes
17497,3,d,no
17498,1,c,yes
17499,1,c,no
17500,1,c,yes
17501,1,c,no
17502,5,b,yes
17503,1,d,yes
17504,3,c,yes
17505,1,b,no
17506,1,d,no
17507,3,a,yes
17508,3,a,no
17509,1,c,no
17510,2,d,no
17511,5,d,yes
17512,1,d,yes
17513,2,d,yes
17514,1,d,no
17515,4,d,yes
17516,1,c,yes
17517,4,d,yes
17518,1,d,yes
17519,3,d,yes
17520,5,d,no
17521,1,d,no
17522,2,d,yes
17523,1,d,yes
17524,4,a,yes
17525,1,d,no
17526,1,d,yes
17527,3,b,no
17528,1,b,yes
17529,5,d,yes
17530,2,a,yes
17531,1,a,yes
17532,4,c,yes
17533,1,c,yes
17534,1,a,yes
17535,1,d,yes
17536,5,a,no
17537,2,d,yes
17538,1,c,yes
17539,3,b,yes
17540,1,c,no
17541,1,d,yes
17542,1,c,yes
17543,5,d,yes
17544,1,d,yes
17545,1,d,yes
17546,5,c,yes
17547,5,d,yes
17548,5,d,yes
17549,5,a,no
17550,1,a,yes
17551,1,c,yes
17552,4,d,yes
17553,1,a,yes
17554,5,c,yes
17555,3,d,yes
17556,3,c,no
17557,3,c,yes
17558,2,b,no
17559,1,c,no
17560,1,d,yes
17561,4,c,yes
17562,4,d,yes
17563,1,b,no
17564,1,c,no
17565,1,c,yes
17566,5,a,yes
17567,2,d,yes
17568,1,d,yes
17569,1,d,no
17570,5,c,yes
17571,2,c,no
17572,3,b,no
17573,1,d,no
17574,5,d,yes
17575,5,c,yes
17576,5,c,yes
17577,1,b,no
17578,1,d,no
17579,4,d,yes
17580,4,c,no
17581,1,d,no
17582,4,a,yes
17583,4,b,yes
17584,3,d,yes
17585,5,d,yes
17586,5,d,yes
17587,4,c,no
17588,1,c,yes
17589,1,d,yes
17590,1,d,yes
17591,5,d,yes
17592,1,d,yes
17593,5,a,no
17594,1,d,yes
17595,3,b,yes
17596,1,d,no
17597,5,c,no
17598,1,d,no
17599,5,a,yes
17600,5,c,yes
17601,5,c,no
17602,4,a,yes
17603,5,d,no
17604,1,c,no
17605,1,c,yes
17606,1,c,yes
17607,1,b,yes
17608,1,b,yes
17609,4,b,no
17610,3,d,yes
17611,1,b,no
17612,1,d,no
17613,1,d,yes
17614,1,d,no
17615,1,c,no
17616,1,c,no
17617,1,d,yes
17618,1,d,yes
17619,1,c,no
17620,1,a,yes
17621,4,c,yes
17622,4,b,no
17623,3,c,yes
17624,5,c,yes
17625,5,b,yes
17626,1,d,yes
17627,5,c,yes
17628,1,c,yes
17629,1,d,yes
17630,2,c,no
17631,1,d,yes
17632,5,d,no
17633,4,c,yes
17634,1,d,yes
17635,4,d,yes
17636,1,c,yes
17637,5,d,yes
17638,1,d,yes
17639,1,c,yes
17640,1,c,yes
17641,5,d,no
17642,4,d,yes
17643,4,b,no
17644,1,d,yes
17645,5,d,yes
17646,1,a,yes
17647,1,b,no
17648,5,d,yes
17649,2,d,yes
17650,1,c,yes
17651,5,a,yes
17652,4,c,yes
17653,1,d,no
17654,2,d,yes
17655,4,b,yes
17656,1,c,yes
17657,3,d,no
17658,5,b,no
17659,3,c,yes
17660,5,b,yes
17661,1,d,no
17662,5,b,yes
17663,3,c,yes
17664,1,d,yes
17665,4,c,yes
17666,1,c,yes
17667,5,d,yes
17668,1,d,yes
17669,4,b,yes
17670,1,d,yes
17671,4,c,yes
17672,5,b,yes
17673,1,d,yes
17674,1,d,yes
17675,1,d,no
17676,1,b,yes
17677,5,c,yes
17678,3,b,yes
17679,3,a,yes
17680,2,d,no
17681,5,a,no
17682,4,d,yes
17683,1,b,no
17684,5,c,yes
17685,5,d,no
17686,1,d,no
17687,1,d,yes
17688,1,c,no
17689,4,a,yes
17690,4,d,yes
17691,1,d,yes
17692,1,c,yes
17693,2,a,yes
17694,1,b,yes
17695,5,d,yes
17696,5,b,yes
17697,1,d,yes
17698,4,d,no
17699,5,b,yes
17700,4,d,yes
17701,5,d,yes
17702,4,d,no
17703,1,d,no
17704,1,b,yes
17705,1,d,no
17706,5,b,yes
17707,1,d,yes
17708,1,c,yes
17709,1,c,yes
17710,4,b,yes
17711,1,d,yes
17712,1,c,yes
17713,1,b,no
17714,1,d,yes
17715,1,c,no
17716,5,c,yes
17717,1,d,yes
17718,1,a,yes
17719,1,b,no
17720,1,c,no
17721,3,a,yes
17722,1,c,yes
17723,1,b,no
17724,1,b,yes
17725,1,a,yes
17726,4,d,yes
17727,1,c,yes
17728,4,b,no
17729,4,b,yes
17730,3,a,no
17731,1,c,yes
17732,4,a,yes
17733,5,d,no
17734,1,b,yes
17735,1,b,no
17736,2,c,yes
17737,1,d,no
17738,1,d,yes
17739,5,d,yes
17740,1,d,no
17741,1,c,yes
17742,1,d,yes
17743,5,c,no
17744,1,a,yes
17745,5,c,yes
17746,1,d,no
17747,5,b,yes
17748,5,c,yes
17749,4,a,no
17750,1,a,yes
17751,3,d,yes
17752,1,d,yes
17753,5,a,yes
17754,5,b,no
17755,1,d,no
17756,1,c,yes
17757,1,b,yes
17758,1,c,yes
17759,1,b,yes
17760,5,d,no
17761,1,a,yes
17762,1,c,yes
17763,2,a,yes
17764,5,c,yes
17765,1,a,yes
17766,1,b,yes
17767,4,d,yes
17768,5,d,yes
17769,5,d,yes
17770,1,d,yes
17771,3,a,yes
17772,4,c,yes
17773,1,c,yes
17774,5,c,yes
17775,1,a,no
17776,1,b,no
17777,5,d,no
17778,3,d,yes
17779,1,a,yes
17780,1,c,yes
17781,1,a,yes
17782,1,d,no
17783,4,b,yes
17784,1,b,yes
17785,5,b,no
17786,4,c,yes
17787,5,d,no
17788,1,d,yes
17789,3,d,yes
17790,1,a,yes
17791,1,d,yes
17792,4,d,yes
17793,1,a,yes
17794,2,d,yes
17795,1,c,no
17796,4,d,yes
17797,1,d,yes
17798,5,c,no
17799,1,d,no
17800,1,b,no
17801,1,d,no
17802,1,a,yes
17803,1,d,no
17804,1,c,no
17805,1,d,yes
17806,4,c,no
17807,1,d,yes
17808,1,c,no
17809,1,d,no
17810,3,d,yes
17811,1,b,yes
17812,1,b,yes
17813,5,c,yes
17814,4,d,yes
17815,4,a,yes
17816,5,b,yes
17817,4,b,yes
17818,1,d,yes
17819,1,a,yes
17820,5,c,no
17821,1,c,no
17822,3,d,no
17823,4,d,yes
17824,2,d,yes
17825,1,b,no
17826,5,c,yes
17827,2,c,yes
17828,1,d,no
17829,3,d,yes
17830,1,d,yes
17831,1,a,no
17832,2,c,yes
17833,1,a,yes
17834,1,c,no
17835,4,d,no
17836,3,c,yes
17837,1,c,no
17838,1,c,no
17839,3,c,no
17840,1,b,yes
17841,4,a,yes
17842,1,b,yes
17843,1,c,no
17844,5,d,yes
17845,1,c,yes
17846,1,c,yes
17847,1,c,yes
17848,1,b,yes
17849,3,c,yes
17850,1,d,yes
17851,1,d,yes
17852,1,c,yes
17853,1,d,yes
17854,1,a,yes
17855,5,b,yes
17856,4,d,yes
17857,1,d,yes
17858,1,d,yes
17859,1,d,yes
17860,4,b,yes
17861,5,c,no
17862,1,b,no
17863,4,d,yes
17864,1,d,yes
17865,4,c,yes
17866,2,c,no
17867,5,a,no
17868,1,b,yes
17869,5,b,no
17870,1,c,yes
17871,1,c,yes
17872,5,b,yes
17873,5,d,yes
17874,2,b,yes
17875,1,c,no
17876,1,b,yes
17877,5,a,yes
17878,4,d,yes
17879,1,c,yes
17880,3,c,yes
17881,1,c,no
17882,4,b,yes
17883,3,d,no
17884,1,d,yes
17885,5,b,yes
17886,1,d,no
17887,1,c,no
17888,2,c,yes
17889,1,c,no
17890,1,d,yes
17891,2,d,no
17892,4,a,no
17893,5,c,yes
17894,5,c,no
17895,1,c,no
17896,5,b,yes
17897,1,c,yes
17898,1,b,yes
17899,5,d,no
17900,1,b,yes
17901,4,a,yes
17902,3,d,yes
17903,1,c,no
17904,2,c,yes
17905,1,c,yes
17906,1,d,yes
17907,1,d,yes
17908,2,c,no
17909,4,d,no
17910,1,a,no
17911,3,d,yes
17912,4,d,yes
17913,5,c,yes
17914,3,b,yes
17915,1,c,yes
17916,3,d,yes
17917,3,b,yes
17918,1,c,yes
17919,5,c,yes
17920,1,c,yes
17921,4,d,no
17922,1,d,yes
17923,5,c,yes
17924,4,d,yes
17925,3,d,no
17926,5,b,yes
17927,1,d,yes
17928,1,c,yes
17929,1,b,yes
17930,1,d,yes
17931,3,a,yes
17932,1,c,yes
17933,4,a,yes
17934,1,b,yes
17935,1,d,yes
17936,1,c,yes
17937,5,c,yes
17938,5,d,yes
17939,4,b,yes
17940,5,d,yes
17941,1,d,no
17942,5,d,yes
17943,1,c,yes
17944,4,c,yes
17945,1,a,yes
17946,1,d,yes
17947,1,b,yes
17948,5,c,yes
17949,5,c,yes
17950,1,b,yes
17951,5,b,no
17952,1,b,yes
17953,1,c,yes
17954,4,d,no
17955,5,c,yes
17956,1,b,no
17957,5,b,no
17958,5,d,no
17959,5,c,yes
17960,3,d,yes
17961,1,d,no
17962,4,b,no
17963,3,b,yes
17964,4,d,no
17965,5,b,yes
17966,1,d,yes
17967,1,b,no
17968,1,d,yes
17969,1,a,no
17970,2,c,yes
17971,1,b,yes
17972,1,d,yes
17973,1,d,yes
17974,1,d,yes
17975,5,d,no
17976,1,b,no
17977,1,c,no
17978,1,c,yes
17979,1,c,no
17980,2,c,yes
17981,3,b,yes
17982,4,a,yes
17983,1,d,no
17984,5,b,no
17985,3,d,no
17986,5,c,no
17987,1,b,no
17988,5,b,yes
17989,1,d,yes
17990,1,a,no
17991,1,d,yes
17992,5,b,yes
17993,1,d,yes
17994,1,d,yes
17995,1,c,yes
17996,3,c,yes
17997,1,b,yes
17998,1,c,yes
17999,4,c,yes
18000,1,b,no
18001,1,b,no
18002,3,d,yes
18003,5,c,no
18004,1,d,yes
18005,1,c,yes
18006,5,b,no
18007,1,a,yes
18008,4,d,no
18009,5,a,yes
18010,4,d,no
18011,1,d,yes
18012,1,d,yes
18013,5,d,yes
18014,5,c,yes
18015,1,d,yes
18016,1,c,no
18017,3,c,yes
18018,1,d,yes
18019,1,d,no
18020,1,d,yes
18021,1,a,yes
18022,5,d,no
18023,4,c,yes
18024,5,c,no
18025,3,b,yes
18026,1,d,yes
18027,4,d,yes
18028,1,d,yes
18029,1,d,yes
18030,5,c,no
18031,4,d,yes
18032,1,b,yes
18033,5,a,no
18034,1,c,yes
18035,1,a,no
18036,1,d,no
18037,1,d,no
18038,1,c,yes
18039,5,d,yes
18040,2,b,yes
18041,4,c,yes
18042,1,b,yes
18043,5,c,yes
18044,1,c,no
18045,3,d,no
18046,2,d,yes
18047,1,c,yes
18048,5,c,yes
18049,3,d,yes
18050,4,b,yes
18051,1,b,yes
18052,3,d,yes
18053,1,b,no
18054,1,d,no
18055,3,d,yes
18056,1,c,yes
18057,5,a,yes
18058,5,d,yes
18059,4,d,no
18060,3,c,no
18061,1,d,yes
18062,1,b,yes
18063,5,c,no
18064,1,d,yes
18065,5,d,no
18066,2,d,yes
18067,4,a,yes
18068,1,c,yes
18069,1,c,yes
18070,1,d,yes
18071,1,c,no
18072,1,d,no
18073,1,d,yes
18074,1,b,yes
18075,5,d,yes
18076,1,b,yes
18077,1,d,yes
18078,5,d,yes
18079,1,c,no
18080,3,c,yes
18081,5,d,yes
18082,1,a,yes
18083,1,c,no
18084,1,d,yes
18085,1,d,no
18086,5,c,no
18087,1,c,yes
18088,3,d,yes
18089,1,d,yes
18090,1,c,yes
18091,1,d,yes
18092,1,d,yes
18093,3,c,no
18094,1,c,yes
18095,3,d,yes
18096,1,b,yes
18097,1,c,yes
18098,1,b,no
18099,3,b,no
18100,1,d,yes
18101,3,c,yes
18102,5,d,no
18103,3,d,no
18104,5,d,yes
18105,1,c,yes
18106,4,c,no
18107,1,d,yes
18108,1,c,yes
18109,1,b,no
18110,1,d,yes
18111,1,c,yes
18112,4,d,yes
18113,1,a,yes
18114,5,b,yes
18115,5,c,yes
18116,1,c,yes
18117,5,d,yes
18118,1,b,yes
18119,4,d,yes
18120,2,c,no
18121,1,b,no
18122,1,c,yes
18123,5,d,yes
18124,4,c,no
18125,3,b,no
18126,1,d,yes
18127,1,c,yes
18128,1,c,yes
18129,1,d,yes
18130,1,d,no
18131,1,b,yes
18132,1,b,yes
18133,1,d,yes
18134,1,b,yes
18135,1,c,yes
18136,5,c,yes
18137,1,d,yes
18138,1,a,yes
18139,4,d,yes
18140,1,b,yes
18141,4,d,no
18142,1,a,yes
18143,4,b,no
18144,4,c,yes
18145,1,d,yes
18146,2,d,yes
18147,2,d,yes
18148,1,b,yes
18149,1,d,yes
18150,1,c,yes
18151,1,d,yes
18152,4,b,yes
18153,1,d,yes
18154,3,d,yes
18155,4,b,no
18156,4,b,yes
18157,1,b,no
18158,4,c,yes
18159,3,b,yes
18160,1,c,no
18161,1,d,yes
18162,1,b,yes
18163,5,c,yes
18164,2,b,no
18165,1,c,yes
18166,1,d,yes
18167,4,b,no
18168,3,b,yes
18169,5,c,yes
18170,5,b,yes
18171,1,d,yes
18172,4,d,no
18173,3,b,yes
18174,3,b,yes
18175,2,b,yes
18176,1,a,yes
18177,4,d,no
18178,1,d,yes
18179,4,d,no
18180,1,c,yes
18181,1,d,yes
18182,1,b,yes
18183,3,d,yes
18184,1,d,no
18185,1,d,yes
18186,4,a,no
18187,1,d,yes
18188,1,a,no
18189,4,d,no
18190,5,d,yes
18191,5,d,yes
18192,1,c,yes
18193,4,d,yes
18194,1,d,yes
18195,4,d,yes
18196,5,c,yes
18197,1,d,yes
18198,1,c,yes
18199,4,d,no
18200,4,c,no
18201,2,d,yes
18202,2,d,no
18203,1,a,yes
18204,4,d,no
18205,3,c,yes
18206,1,a,yes
18207,5,b,yes
18208,1,c,yes
18209,1,d,yes
18210,5,d,yes
18211,4,d,no
18212,1,d,yes
18213,1,d,yes
18214,1,d,yes
18215,1,b,yes
18216,1,a,yes
18217,5,c,yes
18218,1,c,yes
18219,1,c,yes
18220,1,d,yes
18221,1,d,yes
18222,1,c,yes
18223,1,c,yes
18224,2,a,yes
18225,4,b,yes
18226,1,b,yes
18227,1,d,no
18228,5,d,yes
18229,1,d,yes
18230,1,a,yes
18231,1,b,no
18232,5,d,yes
18233,4,d,yes
18234,1,d,yes
18235,4,d,no
18236,4,d,yes
18237,1,b,no
18238,1,b,yes
18239,4,c,yes
18240,1,d,no
18241,4,d,yes
18242,3,d,yes
18243,5,d,yes
18244,1,d,no
18245,1,d,no
18246,1,d,no
18247,1,d,yes
18248,1,d,yes
18249,4,a,yes
18250,2,b,yes
18251,5,b,yes
18252,5,b,yes
18253,5,d,yes
18254,1,c,yes
18255,1,c,no
18256,1,c,yes
18257,2,c,yes
18258,1,c,no
18259,4,c,yes
18260,5,a,yes
18261,1,d,yes
18262,1,d,yes
18263,1,d,no
18264,1,d,yes
18265,1,c,no
18266,4,d,yes
18267,4,c,yes
18268,5,c,yes
18269,4,c,yes
18270,3,b,no
18271,1,b,no
18272,1,d,yes
18273,1,d,yes
18274,1,c,no
18275,3,d,yes
18276,1,c,yes
18277,1,c,yes
18278,1,d,yes
18279,1,d,yes
18280,1,b,no
18281,1,c,no
18282,2,c,no
18283,1,a,yes
18284,3,d,no
18285,1,d,yes
18286,1,c,yes
18287,3,c,yes
18288,1,b,yes
18289,1,c,yes
18290,1,a,yes
18291,1,a,yes
18292,1,d,yes
18293,1,b,yes
18294,5,c,no
18295,1,b,yes
18296,1,d,no
18297,2,b,no
18298,1,c,yes
18299,1,c,yes
18300,3,c,yes
18301,5,a,no
18302,3,d,yes
18303,5,c,yes
18304,5,c,yes
18305,1,c,yes
18306,1,b,no
18307,4,c,yes
18308,5,c,yes
18309,4,c,yes
18310,4,a,no
18311,1,d,yes
18312,4,a,no
18313,3,b,no
18314,5,b,no
18315,1,b,yes
18316,1,a,yes
18317,4,d,yes
18318,1,d,no
18319,1,b,no
18320,1,b,yes
18321,2,d,yes
18322,1,c,yes
18323,1,d,no
18324,5,d,no
18325,3,d,yes
18326,1,d,yes
18327,4,d,no
18328,1,c,no
18329,1,a,yes
18330,5,d,yes
18331,5,d,yes
18332,4,d,no
18333,1,c,yes
18334,1,a,yes
18335,1,c,yes
18336,5,b,yes
18337,5,b,no
18338,1,d,yes
18339,1,d,yes
18340,1,c,yes
18341,3,a,yes
18342,5,b,yes
18343,5,c,no
18344,5,c,no
18345,5,c,yes
18346,1,c,yes
18347,1,d,yes
18348,5,b,no
18349,1,c,yes
18350,1,a,no
18351,1,c,yes
18352,1,c,no
18353,1,c,no
18354,1,b,yes
18355,5,a,yes
18356,1,c,no
18357,4,d,no
18358,1,d,yes
18359,3,d,yes
18360,1,b,yes
18361,5,c,yes
18362,3,b,no
18363,1,c,yes
18364,1,d,yes
18365,1,d,no
18366,5,c,no
18367,5,b,yes
18368,1,c,yes
18369,1,b,yes
18370,1,d,yes
18371,4,a,yes
18372,1,b,yes
18373,1,a,yes
18374,3,c,yes
18375,1,a,yes
18376,5,b,yes
18377,4,a,no
18378,5,d,yes
18379,5,c,yes
18380,1,d,yes
18381,1,d,yes
18382,1,c,no
18383,1,d,yes
18384,5,c,yes
18385,1,d,yes
18386,1,d,yes
18387,4,a,no
18388,1,d,no
18389,1,d,yes
18390,5,c,yes
18391,5,d,yes
18392,1,c,no
18393,1,c,no
18394,5,d,yes
18395,4,b,yes
18396,5,d,yes
18397,1,c,yes
18398,1,a,yes
18399,1,d,no
18400,3,c,yes
18401,1,c,yes
18402,1,d,no
18403,3,a,yes
18404,1,d,yes
18405,1,a,no
18406,4,c,no
18407,5,b,yes
18408,4,a,no
18409,1,d,no
18410,3,b,yes
18411,1,d,yes
18412,1,c,no
18413,3,c,no
18414,5,d,yes
18415,5,b,no
18416,1,b,yes
18417,4,b,yes
18418,1,d,no
18419,1,c,yes
18420,5,c,no
18421,1,c,yes
18422,1,c,yes
18423,1,d,yes
18424,1,d,yes
18425,1,a,yes
18426,4,c,no
18427,4,d,no
18428,4,d,yes
18429,5,c,yes
18430,1,c,yes
18431,3,d,yes
18432,3,a,yes
18433,1,d,yes
18434,3,a,no
18435,5,c,yes
18436,1,c,yes
18437,5,d,yes
18438,5,d,yes
18439,1,d,yes
18440,5,b,yes
18441,1,d,yes
18442,1,c,yes
18443,4,d,no
18444,1,d,yes
18445,4,d,no
18446,1,c,yes
18447,3,d,no
18448,1,d,yes
18449,1,a,no
18450,1,c,yes
18451,4,d,yes
18452,4,a,yes
18453,1,d,yes
18454,5,a,yes
18455,1,d,no
18456,1,d,yes
18457,1,d,yes
18458,4,d,no
18459,1,d,no
18460,4,b,yes
18461,1,c,no
18462,2,d,yes
18463,1,b,yes
18464,1,a,yes
18465,1,d,yes
18466,1,a,yes
18467,4,d,yes
18468,3,d,yes
18469,5,a,yes
18470,1,b,yes
18471,1,d,no
18472,4,a,yes
18473,5,b,yes
18474,1,b,no
18475,5,d,yes
18476,4,d,yes
18477,4,b,yes
18478,1,c,yes
18479,3,c,yes
18480,1,d,no
18481,1,a,no
18482,1,a,yes
18483,4,c,yes
18484,1,b,no
18485,1,d,yes
18486,5,d,no
18487,1,b,no
18488,4,b,no
18489,1,d,yes
18490,1,d,yes
18491,1,a,yes
18492,1,c,yes
18493,4,d,yes
18494,1,d,yes
18495,1,d,no
18496,5,d,yes
18497,1,d,yes
18498,1,d,yes
18499,1,a,yes
18500,3,d,no
18501,1,d,yes
18502,4,d,yes
18503,4,c,no
18504,1,c,yes
18505,5,d,no
18506,1,d,yes
18507,5,c,yes
18508,5,c,no
18509,5,b,yes
18510,5,d,yes
18511,1,d,yes
18512,1,c,no
18513,1,d,yes
18514,1,b,yes
18515,2,d,yes
18516,1,b,no
18517,4,a,no
18518,4,b,yes
18519,1,c,no
18520,1,c,yes
18521,1,b,no
18522,1,d,yes
18523,1,c,yes
18524,1,a,yes
18525,4,b,yes
18526,4,c,yes
18527,1,c,yes
18528,1,a,yes
18529,2,d,yes
18530,4,a,yes
18531,1,c,no
18532,1,c,yes
18533,4,c,yes
18534,1,c,no
18535,3,c,no
18536,1,d,yes
18537,1,d,yes
18538,1,c,yes
18539,1,a,yes
18540,4,c,no
18541,5,d,no
18542,4,c,yes
18543,4,a,no
18544,1,d,no
18545,5,a,yes
18546,4,c,yes
18547,4,d,yes
18548,1,b,no
18549,1,b,yes
18550,1,d,yes
18551,2,c,yes
18552,5,d,yes
18553,1,b,no
18554,5,d,yes
18555,1,b,yes
18556,1,d,no
18557,1,d,yes
18558,1,c,yes
18559,2,c,yes
18560,5,c,yes
18561,1,c,yes
18562,5,c,yes
18563,1,d,yes
18564,5,d,yes
18565,1,d,yes
18566,3,a,yes
18567,1,c,yes
18568,3,b,yes
18569,1,a,no
18570,1,d,yes
18571,3,c,yes
18572,1,d,yes
18573,1,d,yes
18574,5,c,no
18575,1,b,yes
18576,1,d,yes
